City,Area_SqFt,Bedroom,Bathroom,Floors,Parking,Road_Width_Ft,Face,Price,Price_Lakhs
Kathmandu,1400.0,1,1,2.5,0,20.0,East,2000000,20.0
Kathmandu,2909.125,7,6,3.0,3,13.0,East,42000000,420.0
Kathmandu,5476.0,1,1,2.5,0,4.0,North East,2500000,25.0
Kathmandu,1711.25,1,1,2.5,0,13.0,East,4000000,40.0
Lalitpur,1112.3125,4,3,3.0,2,4.0,West,19000000,190.0
Lalitpur,1048.140625,3,2,2.5,1,13.0,South,21000000,210.0
Kathmandu,1454.5625,1,1,2.5,0,15.0,North East,3000000,30.0
Kathmandu,1779.7,1,1,2.5,0,15.0,South East,3000000,30.0
Kathmandu,1369.0,1,1,2.5,0,15.0,North East,2500000,25.0
Kathmandu,4791.5,7,8,3.0,4,14.0,East,85000000,850.0
Kathmandu,3422.5,1,1,2.5,0,13.0,South East,13000000,130.0
Kathmandu,1369.0,1,1,2.5,0,22.0,East,2600000,26.0
Kathmandu,1197.875,8,3,7.0,2,10.0,North,17000000,170.0
Kathmandu,1026.75,3,3,2.5,1,14.0,East,18500000,185.0
Kathmandu,2395.75,1,1,2.5,0,13.0,East,3200000,32.0
Kathmandu,1026.75,4,5,3.0,1,16.0,West,17000000,170.0
Kathmandu,1369.0,8,6,3.0,1,20.0,South East,32500000,325.0
Kathmandu,1369.0,5,5,3.0,2,15.0,East,29800000,298.0
Kathmandu,1882.375,5,5,3.0,1,14.0,North West,33500000,335.0
Kathmandu,1711.25,7,6,3.0,2,20.0,South West,29900000,299.0
Kathmandu,1813.925,6,6,3.0,2,14.0,South,49000000,490.0
Kathmandu,1026.75,5,3,2.5,1,10.0,South,29900000,299.0
Kathmandu,1026.75,6,6,3.0,1,13.0,East,21000000,210.0
Kathmandu,6502.75,6,6,3.0,5,13.0,East,100000000,1000.0
Kathmandu,2053.5,5,5,3.0,1,13.0,North,45000000,450.0
Kathmandu,6502.75,1,1,2.5,0,15.0,East,3500000,35.0
Kathmandu,1369.0,6,6,3.0,1,14.0,South East,33500000,335.0
Kathmandu,1369.0,5,5,3.0,1,15.0,North,28500000,285.0
Kathmandu,3764.75,5,5,3.0,3,16.0,East,50000000,500.0
Kathmandu,1711.25,5,5,3.0,2,20.0,East,35000000,350.0
Kathmandu,2909.125,5,5,3.0,2,13.0,West,49000000,490.0
Kathmandu,2395.75,5,5,3.0,3,15.0,East,39000000,390.0
Kathmandu,10952.0,1,1,2.5,0,20.0,East,6500000,65.0
Kathmandu,1369.0,6,6,3.0,1,13.0,East,29000000,290.0
Kathmandu,1711.25,5,5,3.0,1,16.0,South,44500000,445.0
Kathmandu,1711.25,1,1,2.5,0,15.0,South,5500000,55.0
Kathmandu,2738.0,1,1,2.5,0,16.0,East,3700000,37.0
Kathmandu,1403.225,5,5,3.0,1,16.0,East,29800000,298.0
Kathmandu,5476.0,1,1,2.5,0,12.0,East,5700000,57.0
Kathmandu,1176.484375,1,1,2.5,0,12.0,South East,2000000,20.0
Lalitpur,1800.0,3,2,7.0,1,20.0,South,45000000,450.0
Other,1369.0,1,1,2.5,0,13.0,East,2000000,20.0
Kathmandu,1369.0,6,5,3.0,3,15.0,East,38700000,387.0
Kathmandu,1369.0,6,5,3.0,3,13.0,East,39000000,390.0
Kathmandu,1625.6875,4,2,1.5,1,18.0,South,15000000,150.0
Kathmandu,4962.625,9,6,5.5,8,20.0,North,155000000,1550.0
Kathmandu,1967.9375,4,3,2.0,4,11.0,East,32500000,325.0
Lalitpur,6845.0,4,2,2.5,3,16.0,South,90000000,900.0
Kathmandu,2053.5,1,1,2.5,0,15.0,East,4500000,45.0
Lalitpur,1060.9750000000001,1,4,3.0,1,13.0,South East,19000000,190.0
Kathmandu,1369.0,6,5,2.5,1,14.0,East,21000000,210.0
Lalitpur,1112.3125,5,3,2.5,1,20.0,South,21500000,215.0
Lalitpur,1197.875,6,3,2.5,1,20.0,South,22500000,225.0
Kathmandu,2395.75,4,4,2.0,2,20.0,East,35000000,350.0
Kathmandu,4791.5,5,4,2.0,2,16.0,East,60000000,600.0
Kathmandu,3764.75,1,4,2.0,0,18.0,East,75000000,750.0
Kathmandu,1711.25,4,3,2.0,1,15.0,East,36500000,365.0
Kathmandu,1711.25,4,3,2.0,1,15.0,South East,37500000,375.0
Kathmandu,5476.0,1,1,2.5,0,15.0,East,5700000,57.0
Kathmandu,1060.9750000000001,4,3,2.0,1,12.0,East,25000000,250.0
Kathmandu,2252.005,1,4,2.0,3,16.0,East,38500000,385.0
Kathmandu,2053.5,1,1,2.5,0,20.0,South East,3500000,35.0
Kathmandu,1369.0,4,3,2.0,1,14.0,East,24000000,240.0
Kathmandu,1625.6875,4,3,3.0,1,15.0,East,35500000,355.0
Kathmandu,5476.0,4,4,2.5,0,16.0,East,110000000,1100.0
Kathmandu,1711.25,4,3,2.5,2,15.0,East,55000000,550.0
Kathmandu,1882.375,4,4,2.0,2,15.0,East,35500000,355.0
Kathmandu,1369.0,4,3,2.0,1,13.0,East,29500000,295.0
Kathmandu,2806.45,1,4,2.0,3,16.0,East,49500000,495.0
Kathmandu,5920.925,1,4,2.0,0,15.0,East,95000000,950.0
Kathmandu,1540.125,4,3,2.0,2,14.0,South East,28000000,280.0
Kathmandu,2395.75,4,4,2.5,3,16.0,East,45000000,450.0
Kathmandu,7187.25,1,4,2.5,0,16.0,East,80000000,800.0
Kathmandu,1711.25,4,4,2.0,2,15.0,East,35000000,350.0
Kathmandu,4107.0,4,4,2.0,4,16.0,South East,57500000,575.0
Kathmandu,3080.25,4,4,2.0,3,20.0,South East,55000000,550.0
Kathmandu,3080.25,4,4,2.5,4,20.0,South East,67500000,675.0
Kathmandu,2738.0,4,3,2.0,3,14.0,South East,55000000,550.0
Kathmandu,1711.25,6,3,2.0,2,15.0,East,35000000,350.0
Kathmandu,2053.5,5,4,2.0,2,15.0,North East,36000000,360.0
Kathmandu,1369.0,4,3,2.0,2,14.0,North East,26000000,260.0
Kathmandu,3080.25,5,4,2.0,3,16.0,South East,47500000,475.0
Kathmandu,1095.2,5,5,3.0,1,13.0,East,18200000,182.0
Kathmandu,1369.0,6,5,3.0,1,14.0,East,26000000,260.0
Kathmandu,2395.75,5,5,3.0,2,14.0,East,39000000,390.0
Kathmandu,1745.475,1,1,2.5,0,12.0,East,2300000,23.0
Kathmandu,1882.375,5,5,3.0,2,13.0,North West,33500000,335.0
Kathmandu,2395.75,5,6,3.0,2,14.0,East,39900000,399.0
Lalitpur,1259.0,3,2,4.0,1,4.0,East,18000000,180.0
Kathmandu,1369.0,8,7,4.0,1,20.0,South East,32500000,325.0
Kathmandu,1711.25,5,5,3.0,2,14.0,South,29000000,290.0
Kathmandu,1369.0,1,1,2.5,0,15.0,North East,2600000,26.0
Kathmandu,2053.5,5,5,3.0,1,13.0,East,36000000,360.0
Kathmandu,3080.25,4,5,3.0,3,15.0,East,47500000,475.0
Kathmandu,1369.0,1,1,2.5,0,12.0,East,28000000,280.0
Kathmandu,9583.0,1,1,2.5,0,60.0,North,4000000,40.0
Lalitpur,855.625,5,3,2.5,1,13.0,West,15000000,150.0
Lalitpur,1197.875,6,3,2.5,2,13.0,North,20000000,200.0
Kathmandu,1197.875,6,5,3.0,1,13.0,North West,23000000,230.0
Lalitpur,1197.875,5,2,2.5,1,13.0,West,18500000,185.0
Kathmandu,1369.0,6,5,3.0,1,22.0,North East,24500000,245.0
Kathmandu,1369.0,6,6,3.0,1,18.0,East,23800000,238.0
Kathmandu,2224.625,6,6,3.0,2,15.0,South,39000000,390.0
Kathmandu,1540.125,5,5,3.0,1,14.0,South West,31000000,310.0
Kathmandu,1369.0,6,5,3.0,1,13.0,South,29000000,290.0
Kathmandu,1197.875,6,5,3.0,1,13.0,South,25000000,250.0
Kathmandu,2738.0,5,5,3.0,2,15.0,South,56000000,560.0
Kathmandu,3080.25,5,5,3.0,3,20.0,South East,67500000,675.0
Kathmandu,3764.75,1,1,2.5,0,13.0,East,4000000,40.0
Kathmandu,2053.5,1,1,2.5,0,15.0,East,3500000,35.0
Kathmandu,1283.4375,6,6,3.0,1,13.0,East,37500000,375.0
Kathmandu,2738.0,1,1,2.5,0,13.0,East,4200000,42.0
Kathmandu,1625.6875,6,5,3.0,1,13.0,East,35000000,350.0
Lalitpur,1197.875,5,3,2.5,2,20.0,East,22000000,220.0
Lalitpur,1197.875,5,3,2.5,2,13.0,East,19500000,195.0
Lalitpur,1197.875,5,3,2.5,2,20.0,South,17000000,170.0
Lalitpur,1069.53125,6,4,2.5,1,16.0,South,17500000,175.0
Kathmandu,4107.0,1,1,2.5,0,15.0,North East,4500000,45.0
Lalitpur,1069.53125,5,3,2.5,1,13.0,South East,17500000,175.0
Other,1411.78125,4,3,2.0,0,7.0,East,10000000,100.0
Kathmandu,1112.3125,1,1,2.5,0,20.0,East,22000000,220.0
Kathmandu,2053.5,11,3,2.5,1,11.0,South,22000000,220.0
Lalitpur,1197.875,4,3,2.5,1,4.0,North,19000000,190.0
Kathmandu,1219.265625,1,1,5.0,0,30.0,West,120000000,1200.0
Kathmandu,7358.375,1,1,2.5,0,16.0,East,5750000,57.5
Kathmandu,941.1875,5,2,2.5,1,13.0,East,22000000,220.0
Kathmandu,1540.125,1,1,2.5,0,13.0,East,2500000,25.0
Lalitpur,1304.828125,1,1,2.5,0,13.0,West,3000000,30.0
Kathmandu,1060.9750000000001,5,4,3.0,1,15.0,North,17500000,175.0
Lalitpur,1069.53125,4,3,2.0,1,4.0,South,18000000,180.0
Kathmandu,2053.5,5,4,2.5,1,14.0,South,34000000,340.0
Kathmandu,1369.0,5,1,2.5,1,13.0,East,26300000,263.0
Kathmandu,1369.0,6,1,2.5,1,13.0,East,37000000,370.0
Lalitpur,1155.09375,4,3,2.5,1,13.0,South,17000000,170.0
Lalitpur,1133.703125,1,1,2.5,0,20.0,West,2400000,24.0
Lalitpur,1026.75,8,3,2.5,1,13.0,South,17000000,170.0
Lalitpur,1283.4375,1,1,2.5,0,10.0,South,2800000,28.0
Kathmandu,1026.75,4,3,2.5,1,12.0,East,16000000,160.0
Lalitpur,1283.4375,10,3,3.0,1,13.0,South,22000000,220.0
Kathmandu,1369.0,2,1,1.0,1,13.0,North East,11500000,115.0
Other,1711.25,1,1,2.5,0,13.0,South West,2100000,21.0
Lalitpur,1197.875,4,4,3.0,2,13.0,South,19700000,197.0
Kathmandu,1369.0,6,5,3.0,1,20.0,East,29000000,290.0
Kathmandu,2909.125,6,6,3.0,3,13.0,East,45000000,450.0
Kathmandu,2395.75,4,5,3.0,3,30.0,West,36000000,360.0
Kathmandu,1882.375,5,5,3.0,2,13.0,North West,35500000,355.0
Kathmandu,1048.140625,1,1,3.0,0,16.0,North,6100000,61.0
Kathmandu,941.1875,3,3,3.0,0,13.0,South West,24100000,241.0
Bhaktapur,1026.75,4,2,2.5,1,13.0,East,15500000,155.0
Kathmandu,2566.875,5,5,3.0,3,20.0,East,40000000,400.0
Lalitpur,1026.75,3,2,3.0,1,20.0,South,20000000,200.0
Lalitpur,1060.9750000000001,5,3,3.0,1,13.0,West,18000000,180.0
Lalitpur,2224.625,15,10,3.0,1,12.0,East,35000000,350.0
Kathmandu,1026.75,1,1,2.5,0,12.0,East,17000000,170.0
Kathmandu,1197.875,4,3,2.5,0,13.0,North,26000000,260.0
Kathmandu,1882.375,1,1,2.5,0,12.0,South,4500000,45.0
Other,342.25,4,1,2.5,0,14.0,North,3650000,36.5
Lalitpur,1197.875,1,1,2.5,0,7.0,East,3100000,31.0
Kathmandu,1197.875,5,6,3.0,1,13.0,East,25500000,255.0
Kathmandu,4107.0,5,5,3.0,4,15.0,East,68000000,680.0
Kathmandu,1197.875,6,5,3.0,1,20.0,North East,21500000,215.0
Kathmandu,1026.75,6,1,3.0,5,13.0,West,18200000,182.0
Kathmandu,7187.25,4,4,3.0,4,14.0,East,80000000,800.0
Kathmandu,1060.9750000000001,6,5,3.0,1,12.0,South West,19900000,199.0
Kathmandu,5818.25,5,5,3.0,0,15.0,South West,72000000,720.0
Kathmandu,2053.5,5,5,3.0,0,13.0,North East,60000000,600.0
Kathmandu,4107.0,6,5,3.0,6,15.0,North West,57500000,575.0
Kathmandu,4791.5,5,5,3.0,4,20.0,South East,66000000,660.0
Kathmandu,1369.0,7,5,3.0,1,13.0,South West,29900000,299.0
Kathmandu,1369.0,7,7,3.0,1,13.0,South East,29900000,299.0
Kathmandu,1711.25,4,4,3.0,1,20.0,North East,33500000,335.0
Lalitpur,1625.6875,5,4,2.5,1,16.0,East,37500000,375.0
Kathmandu,1283.4375,1,1,2.5,0,12.0,East,2300000,23.0
Kathmandu,1369.0,1,1,2.5,0,20.0,East,2250000,22.5
Kathmandu,1796.8125,3,2,3.0,3,20.0,East,23000000,230.0
Kathmandu,1060.9750000000001,5,3,3.0,1,13.0,North East,20600000,206.0
Kathmandu,1369.0,5,3,3.0,1,26.0,West,26000000,260.0
Kathmandu,2738.0,5,5,2.5,3,20.0,South,65000000,650.0
Kathmandu,2395.75,4,5,3.0,3,15.0,South East,45000000,450.0
Kathmandu,1540.125,1,1,2.5,0,13.0,South West,3500000,35.0
Kathmandu,1369.0,8,3,3.0,1,16.0,North East,28500000,285.0
Kathmandu,1711.25,1,1,2.5,1,13.0,North,40000000,400.0
Lalitpur,1026.75,1,1,2.5,1,4.0,North East,19000000,190.0
Lalitpur,684.5,2,1,1.0,1,13.0,East,11000000,110.0
Lalitpur,1048.140625,4,5,3.0,1,20.0,East,19200000,192.0
Kathmandu,1882.375,5,5,3.0,2,13.0,East,36000000,360.0
Kathmandu,1369.0,4,4,2.5,1,15.0,South,20500000,205.0
Kathmandu,1060.9750000000001,4,4,3.0,1,13.0,North,18000000,180.0
Kathmandu,4449.25,5,5,3.0,4,15.0,East,72000000,720.0
Kathmandu,1369.0,6,5,3.0,1,13.0,East,23000000,230.0
Kathmandu,1060.9750000000001,6,4,3.0,1,13.0,South East,19900000,199.0
Kathmandu,1369.0,7,8,4.0,2,14.0,East,40000000,400.0
Kathmandu,1197.875,5,5,3.0,1,13.0,South,21500000,215.0
Kathmandu,1369.0,6,3,2.0,2,4.0,North East,34500000,345.0
Kathmandu,5476.0,4,4,2.0,4,14.0,West,70000000,700.0
Kathmandu,2121.9500000000003,1,1,2.5,0,32.8084,East,55000000,550.0
Kathmandu,5133.75,5,5,3.0,4,14.0,South,65000000,650.0
Kathmandu,2738.0,7,7,3.0,3,13.0,East,62000000,620.0
Kathmandu,3422.5,1,2,2.0,2,18.0,North,5800000,58.0
Kathmandu,1540.125,1,1,3.5,0,13.0,North,25500000,255.0
Kathmandu,855.625,1,1,2.5,1,12.0,South East,13500000,135.0
Lalitpur,1967.9375,1,1,2.5,0,20.0,South,28000000,280.0
Kathmandu,1026.75,1,1,1.0,2,14.0,East,20000000,200.0
Kathmandu,4791.5,4,4,2.0,2,15.0,East,67500000,675.0
Kathmandu,1882.375,4,4,2.0,2,15.0,East,32500000,325.0
Kathmandu,2395.75,4,4,2.0,2,15.0,East,35000000,350.0
Kathmandu,1437.45,4,4,2.0,1,14.0,East,31000000,310.0
Kathmandu,1129.425,4,4,2.0,1,18.0,East,32500000,325.0
Kathmandu,1060.9750000000001,4,4,3.0,1,15.0,East,20000000,200.0
Kathmandu,1540.125,2,3,2.5,4,15.0,East,35000000,350.0
Kathmandu,1369.0,4,3,3.0,1,30.0,East,32500000,325.0
Kathmandu,1711.25,10,1,3.0,0,15.0,North,22000000,220.0
Kathmandu,2053.5,4,4,3.0,2,33.0,East,35000000,350.0
Kathmandu,1369.0,1,1,3.0,1,12.0,East,26000000,260.0
Kathmandu,1369.0,1,1,3.0,1,14.0,South East,26500000,265.0
Kathmandu,1197.875,1,1,2.5,0,13.0,East,11500000,115.0
Kathmandu,1745.475,1,1,4.0,0,4.0,South,60000000,600.0
Kathmandu,1711.25,7,6,4.0,1,16.0,South,37000000,370.0
Other,2738.0,1,1,2.5,0,15.0,North,16000000,160.0
Bhaktapur,2053.5,15,3,3.0,0,13.0,North,27000000,270.0
Chitwan,684.5,1,1,2.5,0,19.68504,North,50000000,500.0
Lalitpur,1711.25,1,1,2.5,0,40.0,South West,3700000,37.0
Other,1882.375,1,2,3.0,0,12.0,South,15000000,150.0
Other,3422.5,1,1,2.5,0,25.0,East,2500000,25.0
Lalitpur,1026.75,2,1,2.0,0,5.0,West,6500000,65.0
Kathmandu,1540.125,7,1,3.0,2,13.0,East,27500000,275.0
Kathmandu,1026.75,6,4,3.0,2,13.0,East,18000000,180.0
Kathmandu,1112.3125,8,4,2.5,1,4.0,North,32000000,320.0
Lalitpur,1925.15625,4,4,3.0,3,13.0,North West,38500000,385.0
Kathmandu,1369.0,4,4,4.0,1,22.0,East,35000000,350.0
Kathmandu,1026.75,1,1,2.5,0,13.0,East,18200000,182.0
Kathmandu,855.625,4,3,3.0,1,13.0,South East,13500000,135.0
Other,3080.25,3,1,2.0,1,13.0,North East,8000000,80.0
Other,6160.5,1,1,2.5,0,15.0,West,2500000,25.0
Chitwan,2053.5,2,1,1.0,2,19.68504,East,7500000,75.0
Kathmandu,2310.1875,1,1,2.5,0,24.0,West,5700000,57.0
Kathmandu,1026.75,1,1,2.5,0,13.0,West,2000000,20.0
Kathmandu,2395.75,6,5,3.0,5,12.0,East,32500000,325.0
Kathmandu,1133.703125,1,3,3.0,1,9.0,East,18000000,180.0
Kathmandu,5240.703125,1,1,1.0,0,10.0,North,3000000,30.0
Kathmandu,3593.625,1,1,1.0,0,30.0,South West,20000000,200.0
Lalitpur,1026.75,1,1,2.5,0,13.0,West,14500000,145.0
Pokhara,6845.0,1,1,2.5,0,15.0,East,11000000,110.0
Kathmandu,2738.0,1,1,2.5,0,15.0,South,45000000,450.0
Kathmandu,3080.25,1,1,2.5,0,15.0,South,49500000,495.0
Lalitpur,3422.5,3,3,2.0,4,20.0,East,70000000,700.0
Kathmandu,3251.375,4,3,3.0,4,20.0,East,70000000,700.0
Kathmandu,3080.25,1,1,2.5,0,9.0,North,4300000,43.0
Lalitpur,1369.0,3,5,2.5,1,20.0,East,25000000,250.0
Lalitpur,1369.0,15,4,4.0,1,10.0,East,16000000,160.0
Lalitpur,941.1875,3,9,3.0,0,10.0,North East,13500000,135.0
Lalitpur,1048.140625,2,1,1.0,0,12.0,North East,12000000,120.0
Lalitpur,2224.625,1,1,2.5,0,16.0,North East,2700000,27.0
Kathmandu,1711.25,6,3,3.0,2,13.0,East,27800000,278.0
Lalitpur,2224.625,3,3,2.5,2,20.0,East,36000000,360.0
Kathmandu,4620.375,8,9,4.0,4,13.0,South,100000000,1000.0
Kathmandu,3165.8125,6,3,2.5,4,20.0,South,60000000,600.0
Kathmandu,1668.46875,1,1,2.5,0,20.0,North East,4000000,40.0
Kathmandu,5133.75,5,5,3.0,3,13.0,South East,65000000,650.0
Kathmandu,3422.5,6,6,3.0,3,20.0,East,56000000,560.0
Kathmandu,2772.225,6,5,3.0,3,15.0,South East,44500000,445.0
Kathmandu,5818.25,5,5,2.5,3,13.0,East,85000000,850.0
Kathmandu,2738.0,1,1,2.5,0,13.0,East,38000000,380.0
Kathmandu,2395.75,1,1,2.5,0,16.0,West,2000000,20.0
Kathmandu,1069.53125,8,1,3.0,0,10.0,South,19000000,190.0
Kathmandu,855.625,3,1,1.0,0,4.0,North,7500000,75.0
Kathmandu,2738.0,5,4,2.5,2,20.0,East,47500000,475.0
Kathmandu,1369.0,3,3,2.5,1,20.0,South,25000000,250.0
Lalitpur,1326.21875,7,2,3.0,0,13.0,South,22500000,225.0
Lalitpur,2053.5,5,4,2.5,2,20.0,West,35000000,350.0
Kathmandu,2395.75,7,4,2.0,1,10.0,South East,50000000,500.0
Lalitpur,1882.375,1,1,2.5,0,12.0,North,4000000,40.0
Kathmandu,1026.75,7,5,4.0,1,13.0,North,25000000,250.0
Kathmandu,1048.140625,1,1,2.0,0,14.0,South East,16500000,165.0
Kathmandu,2395.75,5,4,2.5,2,13.0,South West,46000000,460.0
Bhaktapur,2566.875,5,4,3.0,0,15.0,East,30000000,300.0
Kathmandu,1882.375,1,1,2.5,0,26.24672,North,3300000,33.0
Kathmandu,1369.0,1,1,2.5,0,20.0,North,7000000,70.0
Kathmandu,1711.25,2,4,3.0,3,13.0,South,28000000,280.0
Kathmandu,1454.5625,1,1,2.5,0,13.0,North,35000000,350.0
Kathmandu,1540.125,1,1,2.5,0,12.0,South,49000000,490.0
Kathmandu,1369.0,1,1,2.5,0,20.0,South,4000000,40.0
Kathmandu,1197.875,5,5,3.0,1,13.0,East,21500000,215.0
Kathmandu,2738.0,1,1,2.5,0,15.0,East,3900000,39.0
Kathmandu,1369.0,1,1,2.5,0,33.0,West,6700000,67.0
Kathmandu,1711.25,7,5,3.0,1,20.0,East,25500000,255.0
Kathmandu,2738.0,1,1,2.5,0,15.0,East,4200000,42.0
Kathmandu,1048.140625,8,1,2.5,0,13.0,North,16500000,165.0
Kathmandu,1454.5625,11,1,2.5,0,13.0,West,22000000,220.0
Bhaktapur,1369.0,1,1,2.5,0,10.0,South,10500000,105.0
Kathmandu,3251.375,1,1,2.5,0,18.0,West,2200000,22.0
Kathmandu,4107.0,5,7,2.0,3,14.0,East,70000000,700.0
Kathmandu,1967.9375,5,6,3.0,5,20.0,North,39500000,395.0
Kathmandu,1711.25,2,1,1.0,0,12.0,South,18000000,180.0
Lalitpur,2310.1875,1,1,1.0,0,26.0,East,4300000,43.0
Kathmandu,1026.75,3,4,3.0,1,14.0,East,22000000,220.0
Kathmandu,3080.25,1,1,2.5,0,16.0,South East,5500000,55.0
Kathmandu,2224.625,5,6,2.0,5,15.0,East,62500000,625.0
Kathmandu,2395.75,1,1,2.5,0,16.0,South East,8500000,85.0
Kathmandu,11123.125,1,1,2.5,0,16.0,South,32500000,325.0
Kathmandu,2053.5,15,6,2.5,6,13.0,South,47000000,470.0
Kathmandu,5476.0,1,1,2.5,0,20.0,North East,11000000,110.0
Kathmandu,1026.75,1,4,2.5,4,12.0,North,22500000,225.0
Kathmandu,8898.5,1,1,2.5,0,40.0,South East,11000000,110.0
Kathmandu,10609.75,1,1,2.5,0,50.0,East,13000000,130.0
Kathmandu,2738.0,6,6,3.0,2,20.0,South West,45000000,450.0
Kathmandu,8898.5,6,7,2.0,8,20.0,North,130000000,1300.0
Kathmandu,3080.25,1,1,2.5,0,60.0,East,15000000,150.0
Kathmandu,3165.8125,1,1,2.5,0,45.0,West,7500000,75.0
Kathmandu,2224.625,1,1,2.5,0,12.0,East,4000000,40.0
Kathmandu,4149.78125,4,5,2.0,2,20.0,South East,120000000,1200.0
Kathmandu,1711.25,6,5,3.0,1,14.0,East,22000000,220.0
Lalitpur,1369.0,3,2,2.0,3,13.0,West,17000000,170.0
Kathmandu,1369.0,10,8,4.0,2,30.0,South,30000000,300.0
Kathmandu,1026.75,1,1,2.5,0,10.0,West,7000000,70.0
Lalitpur,1390.390625,4,4,3.0,2,13.0,East,19000000,190.0
Lalitpur,3764.75,1,4,4.0,0,4.0,South,18000000,180.0
Kathmandu,919.796875,1,1,1.0,1,10.0,North West,12000000,120.0
Kathmandu,855.625,15,10,2.5,0,15.0,West,122500000,1225.0
Kathmandu,1369.0,1,1,2.5,0,15.0,South,20000000,200.0
Lalitpur,1026.75,8,3,2.5,0,13.0,South,17000000,170.0
Kathmandu,1026.75,1,1,2.5,0,10.0,East,17000000,170.0
Kathmandu,855.625,4,1,2.5,0,10.0,South,8500000,85.0
Lalitpur,1026.75,8,1,3.0,0,20.0,North,15500000,155.0
Kathmandu,2395.75,1,1,2.5,0,20.0,East,2600000,26.0
Pokhara,16492.171875,1,1,2.5,0,20.0,East,60000000,600.0
Kathmandu,1711.25,1,1,2.5,0,15.0,East,5600000,56.0
Kathmandu,1369.0,5,6,3.0,1,15.0,East,44000000,440.0
Kathmandu,6845.0,6,6,3.0,8,20.0,North West,100000000,1000.0
Kathmandu,6160.5,5,7,3.0,0,20.0,South East,96000000,960.0
Kathmandu,1540.125,6,6,3.0,2,20.0,East,28500000,285.0
Kathmandu,1369.0,1,1,2.5,0,16.0,North,22500000,225.0
Kathmandu,2772.225,15,10,2.5,2,15.0,East,41000000,410.0
Kathmandu,1711.25,11,1,4.0,2,13.0,North,30000000,300.0
Lalitpur,1711.25,1,1,2.5,0,4.0,East,2500000,25.0
Kathmandu,2224.625,5,6,3.0,3,15.0,East,65000000,650.0
Kathmandu,1026.75,1,1,2.5,0,13.0,South East,2300000,23.0
Kathmandu,6160.5,4,4,3.0,4,13.0,North East,115000000,1150.0
Kathmandu,1711.25,1,1,2.5,0,4.0,South East,4000000,40.0
Chitwan,4449.25,1,1,2.5,0,19.68504,North,2500000,25.0
Lalitpur,1369.0,1,1,2.5,0,20.0,South West,3500000,35.0
Lalitpur,1711.25,1,1,2.5,0,13.0,South West,2300000,23.0
Kathmandu,1369.0,1,1,2.5,0,16.0,South East,2100000,21.0
Kathmandu,2224.625,6,4,3.0,8,32.0,West,35000000,350.0
Kathmandu,7871.75,7,4,2.5,3,26.0,East,140000000,1400.0
Bhaktapur,1026.75,1,1,2.5,0,13.0,South,7500000,75.0
Kathmandu,941.1875,1,1,2.5,0,10.0,East,9500000,95.0
Kathmandu,1112.3125,1,1,2.5,0,13.0,South East,20000000,200.0
Kathmandu,1026.75,1,1,2.5,0,16.0,South,18000000,180.0
Pokhara,5818.25,1,1,2.5,0,30.0,South,12000000,120.0
Kathmandu,2395.75,1,1,2.5,0,15.0,North,35000000,350.0
Kathmandu,1369.0,1,1,2.5,0,4.0,West,4500000,45.0
Kathmandu,1540.125,1,1,2.5,0,16.0,East,5500000,55.0
Lalitpur,962.578125,2,2,2.5,1,13.0,North,17600000,176.0
Kathmandu,1197.875,1,1,2.5,0,13.0,North,18500000,185.0
Lalitpur,1882.375,1,1,3.0,0,12.0,South East,25000000,250.0
Kathmandu,1711.25,5,4,4.0,1,12.0,East,33000000,330.0
Pokhara,6160.5,1,1,2.5,0,12.0,West,8000000,80.0
Kathmandu,1026.75,9,4,3.0,3,13.0,South,22500000,225.0
Kathmandu,1369.0,6,3,3.0,3,13.0,West,27500000,275.0
Lalitpur,1369.0,6,3,3.0,1,13.0,South East,23800000,238.0
Kathmandu,1197.875,8,1,2.5,0,12.0,West,18500000,185.0
Kathmandu,2139.0625,12,1,2.5,0,12.0,North,33000000,330.0
Kathmandu,1369.0,10,1,3.0,0,12.0,South,23000000,230.0
Kathmandu,1026.75,7,1,2.5,0,12.0,South,15500000,155.0
Bhaktapur,898.40625,1,1,2.5,0,26.24672,East,8500000,85.0
Kathmandu,1369.0,1,1,2.5,0,20.0,South East,2000000,20.0
Kathmandu,3294.15625,1,1,2.5,0,15.0,North,2225000,22.25
Kathmandu,941.1875,1,1,2.5,0,10.0,East,19000000,190.0
Kathmandu,1882.375,1,1,2.5,0,15.0,West,29800000,298.0
Kathmandu,1711.25,1,1,2.5,0,14.0,North,3500000,35.0
Kathmandu,2139.0625,13,1,2.5,0,13.0,West,26200000,262.0
Kathmandu,1026.75,1,1,1.0,0,13.0,North,4600000,46.0
Lalitpur,1369.0,4,4,3.0,1,16.0,South West,26500000,265.0
Kathmandu,2759.390625,1,1,2.5,0,13.0,South,8500000,85.0
Other,1026.75,1,1,2.5,0,4.0,East,5500000,55.0
Kathmandu,2823.5625,5,4,2.0,2,13.0,East,41000000,410.0
Kathmandu,2395.75,11,1,2.5,0,15.0,West,42000000,420.0
Kathmandu,1711.25,1,1,2.5,0,10.0,North,2800000,28.0
Kathmandu,1112.3125,1,1,2.5,0,16.0,North East,21500000,215.0
Kathmandu,1283.4375,1,1,2.5,0,10.0,East,2500000,25.0
Kathmandu,1540.125,6,4,3.0,2,13.0,East,25500000,255.0
Kathmandu,1026.75,1,1,2.5,0,10.0,East,15000000,150.0
